"Area Type"," Area"," Area Name"," Standard Occupational Code"," Occupational Title"," Employment","Mean Wage"," Median Wage"," Entry Wage"," Experienced Wage                                                                                                                                                                                                                                             "
"1","36","New York State","25-4031","Library Technicians","4,070","$49,238","$47,969","$34,341","$56,686"
"1","36","New York State","25-9021","Farm and Home Management Advisors",,"$52,641","$46,508","$34,843","$61,540"
"1","36","New York State","25-9031","Instructional Coordinators","17,210","$84,505","$79,429","$53,995","$99,760"
"1","36","New York State","25-9044","Teaching Assistants, Postsecondary","14,290","$52,014","$48,687","$34,868","$60,588"
"1","36","New York State","25-9045","Teaching Assistants, Except Postsecondary","134,590","$40,051","$37,596","$32,565","$43,794"
"1","36","New York State","25-9099","Education, Training, and Library Workers, All Other","530","$62,898","$55,829","$34,652","$77,022"
"1","36","New York State","27-0000","Arts, Design, Entertainment, Sports, and Media Occupations","205,150","$109,387","$83,178","$49,371","$139,396"
"1","36","New York State","27-1011","Art Directors","8,300","$160,841","$140,321","$90,256","$196,132"
"1","36","New York State","27-1012","Craft Artists",,"$59,470","$49,898","$33,602","$72,405"
"1","36","New York State","27-1013","Fine Artists, Including Painters, Sculptors, and Illustrators","960","$87,066","$80,828","$50,756","$105,221"
"1","36","New York State","27-1014","Multimedia Artists and Animators","1,820","$115,329","$104,951","$65,285","$140,351"
"1","36","New York State","27-1019","Artists and Related Workers, All Other",,"$68,035","$56,093","$36,498","$83,803"
"1","36","New York State","27-1021","Commercial and Industrial Designers","2,140","$98,135","$87,558","$62,480","$115,963"
"1","36","New York State","27-1022","Fashion Designers","6,600","$109,064","$99,040","$63,142","$132,024"
"1","36","New York State","27-1023","Floral Designers","2,090","$46,273","$45,272","$36,789","$51,016"
"1","36","New York State","27-1024","Graphic Designers","16,730","$83,218","$76,556","$52,747","$98,454"
"1","36","New York State","27-1025","Interior Designers","5,590","$79,267","$75,633","$49,588","$94,108"
"1","36","New York State","27-1026","Merchandise Displayers and Window Trimmers","10,720","$47,781","$41,714","$35,554","$53,895"
"1","36","New York State","27-1029","Designers, All Other","990","$89,898","$80,254","$60,521","$104,586"
"1","36","New York State","27-2012","Producers and Directors","29,720","$141,032","$106,834","$66,572","$178,263"
"1","36","New York State","27-2021","Athletes and Sports Competitors","400","$170,883","$89,247","$73,287","$219,681"
"1","36","New York State","27-2022","Coaches and Scouts","11,150","$65,757","$51,582","$37,333","$79,969"
"1","36","New York State","27-2032","Choreographers","270","$111,416","$96,649","$44,685","$144,782"
"1","36","New York State","27-2041","Music Directors and Composers","1,610","$111,939","$82,405","$44,586","$145,615"
"1","36","New York State","27-3011","Radio and Television Announcers","2,050","$179,081","$73,519","$39,380","$248,932"
"1","36","New York State","27-3023","News Analysts, Reporters, and Journalist","5,220","$301,408","$106,628","$61,000","$421,612"
"1","36","New York State","27-3031","Public Relations Specialists","25,780","$95,831","$80,644","$54,704","$116,395"
"1","36","New York State","27-3041","Editors","17,410","$117,707","$101,297","$63,166","$144,979"
"1","36","New York State","27-3042","Technical Writers","2,030","$91,482","$85,230","$46,337","$114,056"
"1","36","New York State","27-3091","Interpreters and Translators","3,650","$89,166","$86,951","$52,483","$107,507"
"1","36","New York State","27-3092","Court Reporters and Simultaneous Captioners","1,240","$108,462","$112,191","$72,541","$126,422"
"1","36","New York State","27-3099","Media and Communication Workers, All Other","890","$94,272","$79,397","$58,799","$112,010"
"1","36","New York State","27-4011","Audio and Video Equipment Technicians","8,700","$75,718","$65,364","$45,418","$90,869"
"1","36","New York State","27-4012","Broadcast Technicians","1,800","$87,692","$83,178","$43,159","$109,958"
"1","36","New York State","27-4014","Sound Engineering Technicians","1,690","$96,304","$89,553","$52,392","$118,260"
"1","36","New York State","27-4015","Lighting Technicians","910","$91,085","$85,462","$59,164","$107,046"
"1","36","New York State","27-4021","Photographers","3,620","$71,758","$59,268","$37,643","$88,815"
"1","36","New York State","27-4031","Camera Operators, Television, Video, and Motion Picture","3,510","$97,946","$92,404","$56,683","$118,578"
"1","36","New York State","27-4032","Film and Video Editors","4,060","$113,076","$105,237","$61,065","$139,082"
"1","36","New York State","27-4099","Media and Communication Equipment Workers, All Other",,"$94,593","$91,465","$61,180","$111,299"
"1","36","New York State","29-0000","Healthcare Practitioners and Technical Occupations","600,040","$118,683","$102,608","$60,931","$147,559"
"1","36","New York State","29-1011","Chiropractors","1,430","$108,382","$84,887","$56,383","$134,380"
"1","36","New York State","29-1021","Dentists, General","7,460","$190,633","$168,518","$77,884","$247,008"
"1","36","New York State","29-1023","Orthodontists","310","$208,046","$107,965","$82,198","$270,969"
"1","36","New York State","29-1024","Prosthodontists",,"$211,085","$156,047","$156,034","$238,610"
"1","36","New York State","29-1031","Dietitians and Nutritionists","5,500","$82,689","$81,470","$60,181","$93,943"
"1","36","New York State","29-1041","Optometrists","2,500","$162,914","$167,474","$119,846","$184,449"
"1","36","New York State","29-1051","Pharmacists","21,330","$139,717","$140,055","$106,583","$156,284"
"1","36","New York State","29-1071","Physician Assistants","19,390","$155,393","$156,800","$112,175","$177,003"
"1","36","New York State","29-1081","Podiatrists","1,210","$138,518","$120,408","$69,672","$172,941"
"1","36","New York State","29-1122","Occupational Therapists","10,540","$101,667","$97,961","$70,872","$117,064"
"1","36","New York State","29-1123","Physical Therapists","15,810","$103,506","$102,135","$74,194","$118,161"
"1","36","New York State","29-1124","Radiation Therapists","1,140","$133,422","$125,826","$96,588","$151,839"
"1","36","New York State","29-1125","Recreational Therapists","1,310","$68,069","$65,242","$51,842","$76,183"
"1","36","New York State","29-1126","Respiratory Therapists","6,780","$108,611","$106,639","$81,945","$121,942"
"1","36","New York State","29-1127","Speech-Language Pathologists","16,250","$114,673","$111,828","$73,813","$135,103"
"1","36","New York State","29-1128","Exercise Physiologists",,"$77,918","$75,238","$55,500","$89,127"
"1","36","New York State","29-1129","Therapists, All Other","990","$75,060","$69,712","$54,725","$85,228"
"1","36","New York State","29-1131","Veterinarians","3,200","$153,417","$134,900","$88,670","$185,791"
"1","36","New York State","29-1141","Registered Nurses","204,120","$113,497","$108,470","$82,326","$129,082"
"1","36","New York State","29-1151","Nurse Anesthetists","1,210","$273,964",,"$184,905",
"1","36","New York State","29-1161","Nurse Midwives","490","$142,336","$141,610","$112,795","$157,106"
"1","36","New York State","29-1171","Nurse Practitioners","20,430","$152,444","$149,341","$116,631","$170,350"
"1","36","New York State","29-1181","Audiologists","670","$102,425","$101,434","$77,787","$114,745"
"1","36","New York State","29-1211","Anesthesiologists","1,850","$269,663","$221,598","$80,031","$364,478"
"1","36","New York State","29-1212","Cardiologists","2,260","$391,687",,"$153,406",
"1","36","New York State","29-1213","Dermatologists","1,400","$305,342",,"$134,699","$390,663"
"1","36","New York State","29-1214","Emergency Medicine Physicians","3,370","$237,184",,"$82,958","$314,298"
"1","36","New York State","29-1215","Family Medicine Physicians","3,190","$219,281","$220,626","$105,043","$276,400"
"1","36","New York State","29-1216","General Internal Medicine Physicians","11,110","$211,041","$178,049","$81,395","$275,865"
"1","36","New York State","29-1217","Neurologists","1,130","$246,735","$220,657","$86,565","$326,819"
"1","36","New York State","29-1218","Obstetricians and Gynecologists","2,990","$282,189",,"$131,917",
"1","36","New York State","29-1221","Pediatricians, General","5,680","$183,817","$159,794","$100,372","$225,540"
"1","36","New York State","29-1222","Physicians, Pathologists","940","$230,902","$221,598","$85,125","$303,791"
"1","36","New York State","29-1223","Psychiatrists","3,850","$239,638","$234,794","$96,230","$311,344"
"1","36","New York State","29-1224","Radiologists","1,950","$321,645","$222,298","$84,602","$440,167"
"1","36","New York State","29-1229","Physicians, All Other","13,280","$262,234","$244,171","$107,634","$339,536"
"1","36","New York State","29-1241","Ophthalmologists, Except Pediatric","1,020","$358,083",,"$133,830",
"1","36","New York State","29-1242","Orthopedic Surgeons, Except Pediatric","1,450","$297,779","$221,488","$82,661","$405,338"
"1","36","New York State","29-1243","Pediatric Surgeons",,"$412,754",,"$246,670",
"1","36","New York State","29-1249","Surgeons, All Other","4,100","$269,779","$170,762","$83,336","$363,001"
"1","36","New York State","29-1291","Acupuncturists",,"$99,911","$96,151","$64,485","$117,624"
"1","36","New York State","29-1292","Dental Hygienists","10,350","$96,134","$98,155","$72,429","$107,986"
"1","36","New York State","29-1299","Healthcare Diagnosing or Treating Practitioners, All Other",,"$139,122","$120,372","$78,367","$169,499"
"1","36","New York State","29-2010","Clinical Laboratory Technologists and Technicians","18,500","$88,648","$86,965","$51,760","$107,092"
"1","36","New York State","29-2031","Cardiovascular Technologists and Technicians","3,200","$86,466","$88,389","$52,757","$103,320"
"1","36","New York State","29-2032","Diagnostic Medical Sonographers","7,080","$102,934","$104,696","$83,159","$112,822"
"1","36","New York State","29-2033","Nuclear Medicine Technologists","940","$112,652","$111,985","$93,221","$122,366"
"1","36","New York State","29-2034","Radiologic Technologists","14,370","$94,582","$94,007","$68,563","$107,593"
"1","36","New York State","29-2035","Magnetic Resonance Imaging Technologists","3,030","$104,819","$107,584","$78,328","$118,065"
"1","36","New York State","29-2036","Medical Dosimetrists","350","$164,468","$165,221","$132,896","$180,253"
"1","36","New York State","29-2042","Emergency Medical Technicians","14,350","$50,786","$47,244","$39,828","$56,266"
"1","36","New York State","29-2043","Paramedics","5,820","$70,888","$68,223","$56,659","$78,002"
"1","36","New York State","29-2051","Dietetic Technicians","1,720","$50,074","$49,539","$36,516","$56,853"
"1","36","New York State","29-2052","Pharmacy Technicians","26,450","$46,232","$41,949","$36,388","$51,154"
"1","36","New York State","29-2053","Psychiatric Technicians","1,770","$57,986","$59,199","$44,246","$64,856"
"1","36","New York State","29-2055","Surgical Technologists","5,910","$78,018","$77,299","$55,768","$89,144"
"1","36","New York State","29-2056","Veterinary Technologists and Technicians","5,480","$61,157","$60,433","$48,237","$67,618"
"1","36","New York State","29-2057","Ophthalmic Medical Technicians","6,260","$50,149","$48,184","$39,132","$55,657"
"1","36","New York State","29-2061","Licensed Practical and Licensed Vocational Nurses","40,720","$68,187","$65,771","$55,054","$74,754"
"1","36","New York State","29-2072","Medical Records Specialists","8,510","$66,305","$61,373","$44,613","$77,151"
"1","36","New York State","29-2081","Opticians, Dispensing","5,180","$64,760","$61,736","$52,608","$70,836"
"1","36","New York State","29-2091","Orthotists and Prosthetists","410","$88,977","$81,336","$55,608","$105,661"
"1","36","New York State","29-2092","Hearing Aid Specialists","270","$79,574","$82,905","$49,413","$94,655"
"1","36","New York State","29-2099","Health Technologists and Technicians, All Other","8,660","$66,564","$59,262","$44,712","$77,490"
"1","36","New York State","29-9021","Health Information Technologists and Medical Registrars","1,710","$85,061","$76,933","$50,321","$102,429"
"1","36","New York State","29-9091","Athletic Trainers","1,180","$73,481","$65,581","$52,205","$84,119"
"1","36","New York State","29-9092","Genetic Counselors","320","$104,652","$102,832","$86,757","$113,600"
"1","36","New York State","29-9093","Surgical Assistants","500","$69,265","$60,277","$52,503","$77,645"
"1","36","New York State","29-9099","Healthcare Practitioners and Technical Workers, All Other","1,290","$96,166","$86,337","$55,812","$116,344"
"1","36","New York State","31-0000","Healthcare Support Occupations","819,500","$43,060","$39,773","$36,670","$46,257"
"1","36","New York State","31-1120","Home Health & Personal Care Aides","623,000","$40,788","$39,059","$36,413","$42,975"
"1","36","New York State","31-1131","Nursing Assistants","85,310","$48,886","$48,744","$40,105","$53,277"
"1","36","New York State","31-1132","Orderlies","4,210","$46,751","$46,897","$37,996","$51,129"
"1","36","New York State","31-1133","Psychiatric Aides","5,330","$54,663","$54,783","$44,557","$59,716"
"1","36","New York State","31-2011","Occupational Therapy Assistants","2,760","$66,476","$66,498","$47,581","$75,922"
"1","36","New York State","31-2012","Occupational Therapy Aides",,"$43,529","$43,313","$32,257","$49,165"
"1","36","New York State","31-2021","Physical Therapist Assistants","3,850","$66,047","$66,499","$46,442","$75,849"
